INDEXID;DATE;SECID;WAPRICE;WEIGHT
MICEXINDEXCF;2013-06-26;EONR;2.35;0.0045
MICEXINDEXCF;2013-06-26;FEES;0.1044;0.0047
MICEXINDEXCF;2013-06-26;GAZP;110.05;0.1396
MICEXINDEXCF;2013-06-26;GMKN;4685;0.0384
MICEXINDEXCF;2013-06-26;HYDR;0.497;0.0091
MICEXINDEXCF;2013-06-26;IRAO;0.0127;0.0041
MICEXINDEXCF;2013-06-26;LKOH;1866.7;0.1428
MICEXINDEXCF;2013-06-26;LSRG;564;0.0033
MICEXINDEXCF;2013-06-26;MAGN;7.674;0.002
MICEXINDEXCF;2013-06-26;MGNT;7100;0.0572
MICEXINDEXCF;2013-06-26;MOEX;52.72;0.0053
MICEXINDEXCF;2013-06-26;MRKH;1.103;0.0027
MICEXINDEXCF;2013-06-26;MSNG;1.0747;0.0011
MICEXINDEXCF;2013-06-26;MSRS;1.2042;0.0018
MICEXINDEXCF;2013-06-26;MSTT;140.21;0.002
MICEXINDEXCF;2013-06-26;MTLR;96.4;0.0024
MICEXINDEXCF;2013-06-26;MTLRP;54.38;0.0012
MICEXINDEXCF;2013-06-26;MTSS;259.42;0.0446
MICEXINDEXCF;2013-06-26;MVID;235.44;0.0019
MICEXINDEXCF;2013-06-26;NLMK;42.81;0.0061
MICEXINDEXCF;2013-06-26;NMTP;2.79;0.0027
MICEXINDEXCF;2013-06-26;NVTK;347;0.0483
MICEXINDEXCF;2013-06-26;PHOR;1169.3;0.0025
MICEXINDEXCF;2013-06-26;PHST;2110;0.0056
MICEXINDEXCF;2013-06-26;PIKK;63.1;0.0017
MICEXINDEXCF;2013-06-26;RASP;31.94;0.0007
MICEXINDEXCF;2013-06-26;ROSN;228.5;0.0494
MICEXINDEXCF;2013-06-26;RTKM;88.25;0.019
MICEXINDEXCF;2013-06-26;RTKMP;70.8;0.0029
MICEXINDEXCF;2013-06-26;RUALR;122.71;0.0033
MICEXINDEXCF;2013-06-26;SBER;92.51;0.1336
MICEXINDEXCF;2013-06-26;SBERP;69.76;0.0097
MICEXINDEXCF;2013-06-26;SNGS;25.703;0.0362
MICEXINDEXCF;2013-06-26;SNGSP;20.301;0.018
MICEXINDEXCF;2013-06-26;SVAV;700;0.0014
MICEXINDEXCF;2013-06-26;TATN;188.39;0.0223
MICEXINDEXCF;2013-06-26;TATNP;95;0.0024
MICEXINDEXCF;2013-06-26;TRMK;77.73;0.0035
MICEXINDEXCF;2013-06-26;TRNFP;71501;0.0189
MICEXINDEXCF;2013-06-26;URKA;222.76;0.05
MICEXINDEXCF;2013-06-26;VSMO;5606.7;0.0032
MICEXINDEXCF;2013-06-26;VTBR;0.0492;0.0422
MICEXINDEXCF;2013-06-27;AFKS;28.7;0.017
MICEXINDEXCF;2013-06-27;AFLT;56.15;0.0034
MICEXINDEXCF;2013-06-27;AKRN;1239;0.0011
MICEXINDEXCF;2013-06-27;ALRS;34.45;0.0039
MICEXINDEXCF;2013-06-27;BANE;1906.8;0.0074
MICEXINDEXCF;2013-06-27;BANEP;890;0.0059
MICEXINDEXCF;2013-06-27;CHMF;205.2;0.0062
MICEXINDEXCF;2013-06-27;DIXY;457;0.0032
MICEXINDEXCF;2013-06-27;EONR;2.3389;0.0045
MICEXINDEXCF;2013-06-27;FEES;0.1041;0.0047
MICEXINDEXCF;2013-06-27;GAZP;107.6;0.1372
MICEXINDEXCF;2013-06-27;GMKN;4694;0.0386
MICEXINDEXCF;2013-06-27;HYDR;0.4994;0.0092
MICEXINDEXCF;2013-06-27;IRAO;0.0127;0.0041
MICEXINDEXCF;2013-06-27;LKOH;1857.9;0.1429
MICEXINDEXCF;2013-06-27;LSRG;553;0.0032
MICEXINDEXCF;2013-06-27;MAGN;7.479;0.002
MICEXINDEXCF;2013-06-27;MGNT;7227.4;0.0586
MICEXINDEXCF;2013-06-27;MOEX;53.04;0.0054
MICEXINDEXCF;2013-06-27;MRKH;1.107;0.0027
MICEXINDEXCF;2013-06-27;MSNG;1.0644;0.0011
MICEXINDEXCF;2013-06-27;MSRS;1.223;0.0018
MICEXINDEXCF;2013-06-27;MSTT;146.97;0.0021
MICEXINDEXCF;2013-06-27;MTLR;95.4;0.0024
MICEXINDEXCF;2013-06-27;MTLRP;52.87;0.0011
MICEXINDEXCF;2013-06-27;MTSS;259.41;0.0449
MICEXINDEXCF;2013-06-27;MVID;237.87;0.0019
MICEXINDEXCF;2013-06-27;NLMK;42.79;0.0061
MICEXINDEXCF;2013-06-27;NMTP;2.7949;0.0028
MICEXINDEXCF;2013-06-27;NVTK;345;0.0483
MICEXINDEXCF;2013-06-27;PHOR;1170;0.0025
MICEXINDEXCF;2013-06-27;PHST;2150.1;0.0057
MICEXINDEXCF;2013-06-27;PIKK;62.41;0.0017
MICEXINDEXCF;2013-06-27;RASP;30.69;0.0007
MICEXINDEXCF;2013-06-27;ROSN;222.87;0.0484
MICEXINDEXCF;2013-06-27;RTKM;86.8;0.0188
MICEXINDEXCF;2013-06-27;RTKMP;69.82;0.0029
MICEXINDEXCF;2013-06-27;RUALR;126.36;0.0035
MICEXINDEXCF;2013-06-27;SBER;93.24;0.1354
MICEXINDEXCF;2013-06-27;SBERP;69.72;0.0098
MICEXINDEXCF;2013-06-27;SNGS;25.6;0.0363
MICEXINDEXCF;2013-06-27;SNGSP;20.426;0.0182
MICEXINDEXCF;2013-06-27;SVAV;697.3;0.0014
MICEXINDEXCF;2013-06-27;TATN;187.41;0.0223
MICEXINDEXCF;2013-06-27;TATNP;94.54;0.0024
MICEXINDEXCF;2013-06-27;TRMK;77.74;0.0035
MICEXINDEXCF;2013-06-27;TRNFP;72259;0.0192
MICEXINDEXCF;2013-06-27;URKA;218.9;0.0494
MICEXINDEXCF;2013-06-27;VSMO;5810;0.0033
MICEXINDEXCF;2013-06-27;VTBR;0.0474;0.0409
MICEXINDEXCF;2013-06-28;AFKS;28.159;0.0165
MICEXINDEXCF;2013-06-28;AFLT;56.7;0.0034
MICEXINDEXCF;2013-06-28;AKRN;1245.8;0.0011
MICEXINDEXCF;2013-06-28;ALRS;34;0.0038
MICEXINDEXCF;2013-06-28;BANE;1834;0.007
MICEXINDEXCF;2013-06-28;BANEP;892;0.0058
MICEXINDEXCF;2013-06-28;CHMF;209.8;0.0062
MICEXINDEXCF;2013-06-28;DIXY;460;0.0032
MICEXINDEXCF;2013-06-28;EONR;2.3737;0.0045
MICEXINDEXCF;2013-06-28;FEES;0.102;0.0046
MICEXINDEXCF;2013-06-28;GAZP;109.1;0.1373
MICEXINDEXCF;2013-06-28;GMKN;4756;0.0387
MICEXINDEXCF;2013-06-28;HYDR;0.5049;0.0092
MICEXINDEXCF;2013-06-28;IRAO;0.013;0.0041
MICEXINDEXCF;2013-06-28;LKOH;1890.4;0.1435
MICEXINDEXCF;2013-06-28;LSRG;550;0.0032
MICEXINDEXCF;2013-06-28;MAGN;7.55;0.002
MICEXINDEXCF;2013-06-28;MGNT;7560;0.0605
MICEXINDEXCF;2013-06-28;MOEX;53.21;0.0053
MICEXINDEXCF;2013-06-28;MRKH;1.09;0.0026
MICEXINDEXCF;2013-06-28;MSNG;1.0697;0.0011
MICEXINDEXCF;2013-06-28;MSRS;1.2114;0.0018
MICEXINDEXCF;2013-06-28;MSTT;143;0.002
MICEXINDEXCF;2013-06-28;MTLR;95.9;0.0024
MICEXINDEXCF;2013-06-28;MTLRP;53.21;0.0011
MICEXINDEXCF;2013-06-28;MTSS;261.45;0.0446
MICEXINDEXCF;2013-06-28;MVID;237.98;0.0019
MICEXINDEXCF;2013-06-28;NLMK;43.29;0.0061
MICEXINDEXCF;2013-06-28;NMTP;2.8149;0.0027
MICEXINDEXCF;2013-06-28;NVTK;353;0.0488
MICEXINDEXCF;2013-06-28;PHOR;1200;0.0025
MICEXINDEXCF;2013-06-28;PHST;2176.6;0.0057
MICEXINDEXCF;2013-06-28;PIKK;63.73;0.0017
MICEXINDEXCF;2013-06-28;RASP;30.6;0.0007
MICEXINDEXCF;2013-06-28;ROSN;227.8;0.0488
MICEXINDEXCF;2013-06-28;RTKM;88.17;0.0188
MICEXINDEXCF;2013-06-28;RTKMP;84.16;0.0034
MICEXINDEXCF;2013-06-28;RUALR;121.18;0.0033
MICEXINDEXCF;2013-06-28;SBER;93.68;0.1343
MICEXINDEXCF;2013-06-28;SBERP;69.96;0.0097
MICEXINDEXCF;2013-06-28;SNGS;25.923;0.0363
MICEXINDEXCF;2013-06-28;SNGSP;20.649;0.0182
MICEXINDEXCF;2013-06-28;SVAV;710.9;0.0014
MICEXINDEXCF;2013-06-28;TATN;196.45;0.0231
MICEXINDEXCF;2013-06-28;TATNP;95.99;0.0024
MICEXINDEXCF;2013-06-28;TRMK;79;0.0035
MICEXINDEXCF;2013-06-28;TRNFP;71781;0.0188
MICEXINDEXCF;2013-06-28;URKA;219.75;0.0489
MICEXINDEXCF;2013-06-28;VSMO;5869.8;0.0033
MICEXINDEXCF;2013-06-28;VTBR;0.047;0.0401
MICEXINDEXCF;2013-07-01;AFKS;27.998;0.0163
MICEXINDEXCF;2013-07-01;AFLT;55.7;0.0033
MICEXINDEXCF;2013-07-01;AKRN;1220.1;0.0011
MICEXINDEXCF;2013-07-01;ALRS;34.001;0.0038
MICEXINDEXCF;2013-07-01;BANE;1851;0.007
MICEXINDEXCF;2013-07-01;BANEP;939.6;0.0061
MICEXINDEXCF;2013-07-01;CHMF;216;0.0064
MICEXINDEXCF;2013-07-01;DIXY;461;0.0032
MICEXINDEXCF;2013-07-01;EONR;2.4175;0.0046
MICEXINDEXCF;2013-07-01;FEES;0.1022;0.0045
MICEXINDEXCF;2013-07-01;GAZP;109.08;0.1367
MICEXINDEXCF;2013-07-01;GMKN;4754;0.0385
MICEXINDEXCF;2013-07-01;HYDR;0.5034;0.0091
MICEXINDEXCF;2013-07-01;IRAO;0.0129;0.0041
MICEXINDEXCF;2013-07-01;LKOH;1913.1;0.1446
MICEXINDEXCF;2013-07-01;LSRG;555.1;0.0032
MICEXINDEXCF;2013-07-01;MAGN;7.609;0.002
MICEXINDEXCF;2013-07-01;MGNT;7490;0.0596
MICEXINDEXCF;2013-07-01;MOEX;53.9;0.0054
MICEXINDEXCF;2013-07-01;MRKH;1.1;0.0027
MICEXINDEXCF;2013-07-01;MSNG;1.081;0.0011
MICEXINDEXCF;2013-07-01;MSRS;1.235;0.0018
MICEXINDEXCF;2013-07-01;MSTT;139;0.002
MICEXINDEXCF;2013-07-01;MTLR;96;0.0023
MICEXINDEXCF;2013-07-01;MTLRP;53.67;0.0011
MICEXINDEXCF;2013-07-01;MTSS;259.5;0.0441
MICEXINDEXCF;2013-07-01;MVID;246;0.0019
MICEXINDEXCF;2013-07-01;NLMK;44.61;0.0063
MICEXINDEXCF;2013-07-01;NMTP;2.8193;0.0027
MICEXINDEXCF;2013-07-01;NVTK;350;0.0482
MICEXINDEXCF;2013-07-01;PHOR;1200;0.0025
MICEXINDEXCF;2013-07-01;PHST;2181.5;0.0057
MICEXINDEXCF;2013-07-01;PIKK;65.44;0.0018
MICEXINDEXCF;2013-07-01;RASP;30.72;0.0007
MICEXINDEXCF;2013-07-01;ROSN;229.38;0.049
MICEXINDEXCF;2013-07-01;RTKM;89.66;0.019
MICEXINDEXCF;2013-07-01;RTKMP;73.34;0.003
MICEXINDEXCF;2013-07-01;RUALR;122.3;0.0033
MICEXINDEXCF;2013-07-01;SBER;95.42;0.1362
MICEXINDEXCF;2013-07-01;SBERP;71.25;0.0098
MICEXINDEXCF;2013-07-01;SNGS;25.661;0.0357
MICEXINDEXCF;2013-07-01;SNGSP;20.449;0.0179
MICEXINDEXCF;2013-07-01;SVAV;720;0.0014
MICEXINDEXCF;2013-07-01;TATN;197.46;0.0231
MICEXINDEXCF;2013-07-01;TATNP;96.11;0.0024
MICEXINDEXCF;2013-07-01;TRMK;77.5;0.0034
MICEXINDEXCF;2013-07-01;TRNFP;73677;0.0192
MICEXINDEXCF;2013-07-01;URKA;219.01;0.0486
MICEXINDEXCF;2013-07-01;VSMO;5900;0.0033
MICEXINDEXCF;2013-07-01;VTBR;0.0473;0.0401
MICEXINDEXCF;2013-07-02;AFKS;27.76;0.0162
MICEXINDEXCF;2013-07-02;AFLT;58;0.0035
MICEXINDEXCF;2013-07-02;AKRN;1245;0.0011
MICEXINDEXCF;2013-07-02;ALRS;34.365;0.0038
MICEXINDEXCF;2013-07-02;BANE;1910;0.0073
MICEXINDEXCF;2013-07-02;BANEP;988;0.0064
MICEXINDEXCF;2013-07-02;CHMF;222.6;0.0066
MICEXINDEXCF;2013-07-02;DIXY;465;0.0032
MICEXINDEXCF;2013-07-02;EONR;2.4624;0.0047
MICEXINDEXCF;2013-07-02;FEES;0.1044;0.0046
MICEXINDEXCF;2013-07-02;GAZP;109.2;0.1367
MICEXINDEXCF;2013-07-02;GMKN;4685;0.0379
MICEXINDEXCF;2013-07-02;HYDR;0.504;0.0091
MICEXINDEXCF;2013-07-02;IRAO;0.013;0.0041
MICEXINDEXCF;2013-07-02;LKOH;1914.8;0.1446
MICEXINDEXCF;2013-07-02;LSRG;551;0.0031
MICEXINDEXCF;2013-07-02;MAGN;7.709;0.002
MICEXINDEXCF;2013-07-02;MGNT;7234.1;0.0575
MICEXINDEXCF;2013-07-02;MOEX;54.15;0.0054
MICEXINDEXCF;2013-07-02;MRKH;1.102;0.0027
MICEXINDEXCF;2013-07-02;MSNG;1.091;0.0011
MICEXINDEXCF;2013-07-02;MSRS;1.2276;0.0018
MICEXINDEXCF;2013-07-02;MSTT;136.01;0.0019
MICEXINDEXCF;2013-07-02;MTLR;96.5;0.0024
MICEXINDEXCF;2013-07-02;MTLRP;53.8;0.0011
MICEXINDEXCF;2013-07-02;MTSS;258;0.0438
MICEXINDEXCF;2013-07-02;MVID;249.61;0.002
MICEXINDEXCF;2013-07-02;NLMK;44.6;0.0063
MICEXINDEXCF;2013-07-02;NMTP;2.9357;0.0028
MICEXINDEXCF;2013-07-02;NVTK;362.04;0.0498
MICEXINDEXCF;2013-07-02;PHOR;1189;0.0025
MICEXINDEXCF;2013-07-02;PHST;2177.6;0.0057
MICEXINDEXCF;2013-07-02;PIKK;69.27;0.0019
MICEXINDEXCF;2013-07-02;RASP;31.86;0.0007
MICEXINDEXCF;2013-07-02;ROSN;227.89;0.0486
MICEXINDEXCF;2013-07-02;RTKM;94.01;0.0199
MICEXINDEXCF;2013-07-02;RTKMP;75.47;0.0031
MICEXINDEXCF;2013-07-02;RUALR;126.47;0.0034
MICEXINDEXCF;2013-07-02;SBER;94.8;0.1351
MICEXINDEXCF;2013-07-02;SBERP;71.02;0.0098
MICEXINDEXCF;2013-07-02;SNGS;25.7;0.0358
MICEXINDEXCF;2013-07-02;SNGSP;20.6;0.018
MICEXINDEXCF;2013-07-02;SVAV;744.2;0.0015
MICEXINDEXCF;2013-07-02;TATN;202;0.0236
MICEXINDEXCF;2013-07-02;TATNP;96.9;0.0024
MICEXINDEXCF;2013-07-02;TRMK;78.39;0.0035
MICEXINDEXCF;2013-07-02;TRNFP;74895;0.0195
MICEXINDEXCF;2013-07-02;URKA;218.52;0.0484
MICEXINDEXCF;2013-07-02;VSMO;5801;0.0033
MICEXINDEXCF;2013-07-02;VTBR;0.0474;0.0402
MICEXINDEXCF;2013-07-03;AFKS;28.5;0.0167
MICEXINDEXCF;2013-07-03;AFLT;57.86;0.0035
MICEXINDEXCF;2013-07-03;AKRN;1245;0.0011
MICEXINDEXCF;2013-07-03;ALRS;34.42;0.0038
MICEXINDEXCF;2013-07-03;BANE;1900;0.0072
MICEXINDEXCF;2013-07-03;BANEP;987;0.0064
MICEXINDEXCF;2013-07-03;CHMF;219.1;0.0065
MICEXINDEXCF;2013-07-03;DIXY;474.51;0.0033
MICEXINDEXCF;2013-07-03;EONR;2.42;0.0046
MICEXINDEXCF;2013-07-03;FEES;0.1042;0.0046
MICEXINDEXCF;2013-07-03;GAZP;109.2;0.1372
MICEXINDEXCF;2013-07-03;GMKN;4635;0.0376
MICEXINDEXCF;2013-07-03;HYDR;0.5225;0.0095
MICEXINDEXCF;2013-07-03;IRAO;0.0129;0.0041
MICEXINDEXCF;2013-07-03;LKOH;1927.6;0.1461
MICEXINDEXCF;2013-07-03;LSRG;564.5;0.0032
MICEXINDEXCF;2013-07-03;MAGN;7.75;0.002
MICEXINDEXCF;2013-07-03;MGNT;7010;0.0559
MICEXINDEXCF;2013-07-03;MOEX;53.73;0.0054
MICEXINDEXCF;2013-07-03;MRKH;1.093;0.0026
MICEXINDEXCF;2013-07-03;MSNG;1.0806;0.0011
MICEXINDEXCF;2013-07-03;MSRS;1.239;0.0018
MICEXINDEXCF;2013-07-03;MSTT;135.99;0.0019
MICEXINDEXCF;2013-07-03;MTLR;97.3;0.0024
MICEXINDEXCF;2013-07-03;MTLRP;53.39;0.0011
MICEXINDEXCF;2013-07-03;MTSS;258.47;0.044
MICEXINDEXCF;2013-07-03;MVID;252.26;0.002
MICEXINDEXCF;2013-07-03;NLMK;43.99;0.0062
MICEXINDEXCF;2013-07-03;NMTP;2.97;0.0029
MICEXINDEXCF;2013-07-03;NVTK;358;0.0494
MICEXINDEXCF;2013-07-03;PHOR;1134;0.0024
MICEXINDEXCF;2013-07-03;PHST;2173;0.0057
MICEXINDEXCF;2013-07-03;PIKK;67.6;0.0019
MICEXINDEXCF;2013-07-03;RASP;31.62;0.0007
MICEXINDEXCF;2013-07-03;ROSN;229.67;0.0491
MICEXINDEXCF;2013-07-03;RTKM;99.51;0.0212
MICEXINDEXCF;2013-07-03;RTKMP;75.03;0.0031
MICEXINDEXCF;2013-07-03;RUALR;133.2;0.0036
MICEXINDEXCF;2013-07-03;SBER;93.04;0.1331
MICEXINDEXCF;2013-07-03;SBERP;69.63;0.0096
MICEXINDEXCF;2013-07-03;SNGS;25.582;0.0357
MICEXINDEXCF;2013-07-03;SNGSP;20.401;0.0179
MICEXINDEXCF;2013-07-03;SVAV;720;0.0014
MICEXINDEXCF;2013-07-03;TATN;197.04;0.0231
MICEXINDEXCF;2013-07-03;TATNP;96.12;0.0024
MICEXINDEXCF;2013-07-03;TRMK;79.3;0.0035
MICEXINDEXCF;2013-07-03;TRNFP;75109;0.0196
MICEXINDEXCF;2013-07-03;URKA;219.01;0.0487
MICEXINDEXCF;2013-07-03;VSMO;5780;0.0033
MICEXINDEXCF;2013-07-03;VTBR;0.047;0.04
MICEXINDEXCF;2013-07-04;AFKS;28.6;0.0165
MICEXINDEXCF;2013-07-04;AFLT;58.22;0.0034
MICEXINDEXCF;2013-07-04;AKRN;1241;0.0011
MICEXINDEXCF;2013-07-04;ALRS;34.02;0.0037
MICEXINDEXCF;2013-07-04;BANE;1912.3;0.0072
MICEXINDEXCF;2013-07-04;BANEP;977;0.0063
MICEXINDEXCF;2013-07-04;CHMF;229;0.0067
MICEXINDEXCF;2013-07-04;DIXY;478.8;0.0033
MICEXINDEXCF;2013-07-04;EONR;2.4545;0.0046
MICEXINDEXCF;2013-07-04;FEES;0.1051;0.0046
MICEXINDEXCF;2013-07-04;GAZP;113.17;0.1405
MICEXINDEXCF;2013-07-04;GMKN;4687;0.0376
MICEXINDEXCF;2013-07-04;HYDR;0.5298;0.0095
MICEXINDEXCF;2013-07-04;IRAO;0.0131;0.0041
MICEXINDEXCF;2013-07-04;LKOH;1929.8;0.1445
MICEXINDEXCF;2013-07-04;LSRG;565;0.0032
MICEXINDEXCF;2013-07-04;MAGN;7.827;0.002
MICEXINDEXCF;2013-07-04;MGNT;7252;0.0572
MICEXINDEXCF;2013-07-04;MOEX;53.9;0.0053
MICEXINDEXCF;2013-07-04;MRKH;1.11;0.0027
MICEXINDEXCF;2013-07-04;MSNG;1.1;0.0011
MICEXINDEXCF;2013-07-04;MSRS;1.233;0.0018
MICEXINDEXCF;2013-07-04;MSTT;137.4;0.0019
MICEXINDEXCF;2013-07-04;MTLR;97.5;0.0024
MICEXINDEXCF;2013-07-04;MTLRP;53.95;0.0011
MICEXINDEXCF;2013-07-04;MTSS;257.95;0.0434
MICEXINDEXCF;2013-07-04;MVID;253.6;0.002
MICEXINDEXCF;2013-07-04;NLMK;44.68;0.0062
MICEXINDEXCF;2013-07-04;NMTP;3.0984;0.003
MICEXINDEXCF;2013-07-04;NVTK;356.48;0.0486
MICEXINDEXCF;2013-07-04;PHOR;1150.1;0.0024
MICEXINDEXCF;2013-07-04;PHST;2214;0.0057
MICEXINDEXCF;2013-07-04;PIKK;68.47;0.0019
MICEXINDEXCF;2013-07-04;RASP;32.89;0.0007
MICEXINDEXCF;2013-07-04;ROSN;230.03;0.0486
MICEXINDEXCF;2013-07-04;RTKM;104.45;0.022
MICEXINDEXCF;2013-07-04;RTKMP;75.88;0.0031
MICEXINDEXCF;2013-07-04;RUALR;130.14;0.0035
MICEXINDEXCF;2013-07-04;SBER;93.95;0.1328
MICEXINDEXCF;2013-07-04;SBERP;70.8;0.0097
MICEXINDEXCF;2013-07-04;SNGS;25.589;0.0353
MICEXINDEXCF;2013-07-04;SNGSP;20.499;0.0178
MICEXINDEXCF;2013-07-04;SVAV;733;0.0014
MICEXINDEXCF;2013-07-04;TATN;196.28;0.0228
MICEXINDEXCF;2013-07-04;TATNP;95.5;0.0023
MICEXINDEXCF;2013-07-04;TRMK;80.26;0.0035
MICEXINDEXCF;2013-07-04;TRNFP;76590;0.0198
MICEXINDEXCF;2013-07-04;URKA;219.81;0.0483
MICEXINDEXCF;2013-07-04;VSMO;5820.7;0.0032
MICEXINDEXCF;2013-07-04;VTBR;0.0474;0.0398
MICEXINDEXCF;2013-07-05;AFKS;28.442;0.0165
MICEXINDEXCF;2013-07-05;AFLT;58.05;0.0034
MICEXINDEXCF;2013-07-05;AKRN;1235;0.0011
MICEXINDEXCF;2013-07-05;ALRS;34.009;0.0038
MICEXINDEXCF;2013-07-05;BANE;1897;0.0072
MICEXINDEXCF;2013-07-05;BANEP;992.3;0.0064
MICEXINDEXCF;2013-07-05;CHMF;225.9;0.0066
MICEXINDEXCF;2013-07-05;DIXY;466.62;0.0032
MICEXINDEXCF;2013-07-05;EONR;2.4408;0.0046
MICEXINDEXCF;2013-07-05;FEES;0.104;0.0046
MICEXINDEXCF;2013-07-05;GAZP;113.57;0.1416
MICEXINDEXCF;2013-07-05;GMKN;4609;0.0371
MICEXINDEXCF;2013-07-05;HYDR;0.5237;0.0094
MICEXINDEXCF;2013-07-05;IRAO;0.0131;0.0041
MICEXINDEXCF;2013-07-05;LKOH;1914.8;0.1441
MICEXINDEXCF;2013-07-05;LSRG;550;0.0031
MICEXINDEXCF;2013-07-05;MAGN;7.807;0.002
MICEXINDEXCF;2013-07-05;MGNT;7030;0.0557
MICEXINDEXCF;2013-07-05;MOEX;53.89;0.0054
MICEXINDEXCF;2013-07-05;MRKH;1.113;0.0027
MICEXINDEXCF;2013-07-05;MSNG;1.1097;0.0011
MICEXINDEXCF;2013-07-05;MSRS;1.2366;0.0018
MICEXINDEXCF;2013-07-05;MSTT;137.99;0.002
MICEXINDEXCF;2013-07-05;MTLR;96.8;0.0024
MICEXINDEXCF;2013-07-05;MTLRP;54.44;0.0011
MICEXINDEXCF;2013-07-05;MTSS;261.02;0.0442
MICEXINDEXCF;2013-07-05;MVID;254.99;0.002
MICEXINDEXCF;2013-07-05;NLMK;44.47;0.0062
MICEXINDEXCF;2013-07-05;NMTP;3.09;0.003
MICEXINDEXCF;2013-07-05;NVTK;356;0.0488
MICEXINDEXCF;2013-07-05;PHOR;1154.9;0.0024
MICEXINDEXCF;2013-07-05;PHST;2220;0.0057
MICEXINDEXCF;2013-07-05;PIKK;67.51;0.0018
MICEXINDEXCF;2013-07-05;RASP;34.53;0.0007
MICEXINDEXCF;2013-07-05;ROSN;228.96;0.0486
MICEXINDEXCF;2013-07-05;RTKM;103.77;0.0219
MICEXINDEXCF;2013-07-05;RTKMP;75;0.003
MICEXINDEXCF;2013-07-05;RUALR;129.1;0.0035
MICEXINDEXCF;2013-07-05;SBER;93.2;0.1324
MICEXINDEXCF;2013-07-05;SBERP;70.51;0.0097
MICEXINDEXCF;2013-07-05;SNGS;25.209;0.0349
MICEXINDEXCF;2013-07-05;SNGSP;20.332;0.0177
MICEXINDEXCF;2013-07-05;SVAV;743.4;0.0014
MICEXINDEXCF;2013-07-05;TATN;194.82;0.0227
MICEXINDEXCF;2013-07-05;TATNP;96.07;0.0024
MICEXINDEXCF;2013-07-05;TRMK;78.82;0.0035
MICEXINDEXCF;2013-07-05;TRNFP;78171;0.0203
MICEXINDEXCF;2013-07-05;URKA;220.39;0.0486
MICEXINDEXCF;2013-07-05;VSMO;5805.7;0.0032
MICEXINDEXCF;2013-07-05;VTBR;0.0475;0.0401
MICEXINDEXCF;2013-07-08;AFKS;28.75;0.0166
MICEXINDEXCF;2013-07-08;AFLT;58.97;0.0035
MICEXINDEXCF;2013-07-08;AKRN;1233;0.0011
MICEXINDEXCF;2013-07-08;ALRS;34.08;0.0038
MICEXINDEXCF;2013-07-08;BANE;1926.9;0.0073
MICEXINDEXCF;2013-07-08;BANEP;991.8;0.0064
MICEXINDEXCF;2013-07-08;CHMF;228.3;0.0067
MICEXINDEXCF;2013-07-08;DIXY;500.1;0.0034
MICEXINDEXCF;2013-07-08;EONR;2.4372;0.0046
MICEXINDEXCF;2013-07-08;FEES;0.103;0.0045
MICEXINDEXCF;2013-07-08;GAZP;114;0.1415
MICEXINDEXCF;2013-07-08;GMKN;4616;0.037
MICEXINDEXCF;2013-07-08;HYDR;0.5299;0.0095
MICEXINDEXCF;2013-07-08;IRAO;0.0129;0.004
MICEXINDEXCF;2013-07-08;LKOH;1920.9;0.1439
MICEXINDEXCF;2013-07-08;LSRG;551.9;0.0031
MICEXINDEXCF;2013-07-08;MAGN;7.695;0.002
MICEXINDEXCF;2013-07-08;MGNT;7235;0.0571
MICEXINDEXCF;2013-07-08;MOEX;54.05;0.0053
MICEXINDEXCF;2013-07-08;MRKH;1.104;0.0026
MICEXINDEXCF;2013-07-08;MSNG;1.1023;0.0011
MICEXINDEXCF;2013-07-08;MSRS;1.235;0.0018
MICEXINDEXCF;2013-07-08;MSTT;137.25;0.0019
MICEXINDEXCF;2013-07-08;MTLR;96.3;0.0023
MICEXINDEXCF;2013-07-08;MTLRP;55.31;0.0011
MICEXINDEXCF;2013-07-08;MTSS;266.11;0.0448
MICEXINDEXCF;2013-07-08;MVID;256.25;0.002
MICEXINDEXCF;2013-07-08;NLMK;44.12;0.0062
MICEXINDEXCF;2013-07-08;NMTP;3.079;0.003
MICEXINDEXCF;2013-07-08;NVTK;358.51;0.0489
MICEXINDEXCF;2013-07-08;PHOR;1169.9;0.0024
MICEXINDEXCF;2013-07-08;PHST;2235;0.0058
MICEXINDEXCF;2013-07-08;PIKK;69;0.0019
MICEXINDEXCF;2013-07-08;RASP;36.13;0.0008
MICEXINDEXCF;2013-07-08;ROSN;233.29;0.0493
MICEXINDEXCF;2013-07-08;RTKM;102.08;0.0215
MICEXINDEXCF;2013-07-08;RTKMP;73.24;0.003
MICEXINDEXCF;2013-07-08;RUALR;133.37;0.0035
MICEXINDEXCF;2013-07-08;SBER;92.84;0.1313
MICEXINDEXCF;2013-07-08;SBERP;70.66;0.0096
MICEXINDEXCF;2013-07-08;SNGS;25.5;0.0352
MICEXINDEXCF;2013-07-08;SNGSP;20.52;0.0178
MICEXINDEXCF;2013-07-08;SVAV;749.7;0.0015
MICEXINDEXCF;2013-07-08;TATN;194.48;0.0225
MICEXINDEXCF;2013-07-08;TATNP;97.5;0.0024
MICEXINDEXCF;2013-07-08;TRMK;79.45;0.0035
MICEXINDEXCF;2013-07-08;TRNFP;77600;0.0201
MICEXINDEXCF;2013-07-08;URKA;218.52;0.048
